rank,name,score,AdmissionRate,MatriculationRate,SAT75Equiv,SAT25Equiv,GraduationRate,RetentionRate,Tuition,ExpensesPerStudent,ProfessorSalary,PercentUndergradOutOfState,PercentUndergradForeign,PercentWomen,PercentUndergrad18-24,StudentToFacultyRatio,Enrollment,FulltimeUndergradEnrollment
534,University of New England,303178.7,85.7,15.6,1749.6,1463.2,57.0,80.0,33145.0,20066.0,85482.0,69.0,0.0,71,84.0,13,6429,2202
535,Eastern Michigan University,302942.5,68.9,30.9,1708.5,1347.8,37.0,73.0,9364.0,13859.4,97623.0,13.0,1.0,60,72.0,18,22401,13101
536,The University of Tennessee-Martin,302895.3,73.3,45.7,1710.0,1410.0,47.0,71.0,7514.0,15435.4,72180.0,6.0,2.0,59,79.0,17,7042,5738
537,Western Illinois University,302825.5,69.6,21.6,1590.0,1290.0,54.0,72.0,11767.0,20992.7,98973.0,6.0,0.0,51,85.0,15,11458,8607
538,Saint Mary's College,302681.6,83.3,26.9,1852.6,1558.7,81.0,89.0,34600.0,30193.5,80973.0,71.0,1.0,100,98.0,10,1519,1501
539,Abilene Christian University,302676.0,50.5,20.6,1805.6,1460.4,62.0,75.0,28350.0,21841.7,84033.0,10.0,3.0,58,96.0,14,4427,3417
540,Grace College and Theological Seminary,302515.3,80.1,13.1,1825.3,1493.6,65.0,81.0,23970.0,12771.1,64044.0,35.0,0.0,52,76.3,26,2185,1347
541,The University of the Arts,302428.5,69.5,36.0,1691.4,1298.3,60.0,81.0,36582.0,32583.8,68256.0,56.0,3.0,60,76.3,8,1894,1711
542,Sewanee-The University of the South,302391.2,64.7,24.2,1100.0,1100.0,79.0,88.0,35756.0,41349.8,102285.0,72.0,3.0,51,98.0,10,1714,1620
543,Bloomsburg University of Pennsylvania,302371.0,87.8,24.6,1601.1,1310.0,65.0,78.0,8582.0,14952.5,107784.0,9.0,0.0,58,93.0,21,9998,8630
544,Castleton State College,302321.6,91.6,20.2,1597.4,1306.9,49.0,73.0,10286.0,19555.5,68859.0,32.0,3.0,54,86.0,13,2183,1719
545,Kutztown University of Pennsylvania,302266.1,79.7,27.8,1581.8,1290.5,55.0,73.0,8819.0,15897.5,107838.0,14.0,1.0,57,93.0,21,9218,8041
546,Rockhurst University,302176.2,76.9,20.8,1883.7,1583.4,69.0,89.0,31290.0,13481.9,73998.0,34.0,1.0,58,73.0,12,3002,1536
547,University of Houston-Clear Lake,302102.8,57.4,39.0,1731.8,1393.5,53.4,75.4,0.0,12219.5,94995.0,0.0,0.0,62,76.3,16,8665,2374
548,University of South Florida-St Petersburg,301970.9,35.3,25.7,1840.4,1624.5,32.0,65.0,5820.0,13718.5,124731.0,4.0,4.0,61,68.0,19,4491,2543
549,Rocky Mountain College,301854.2,63.6,24.3,1742.1,1331.4,42.0,71.0,23718.0,18325.5,65799.0,41.0,3.0,48,91.0,12,1007,884
550,Montclair State University,301749.0,66.8,34.9,1610.0,1330.0,64.0,81.0,11318.0,14834.5,111870.0,3.0,0.0,63,87.0,17,20022,13879
551,George Fox University,301609.7,77.8,28.1,1805.3,1431.2,65.0,83.0,31120.0,14566.1,74907.0,43.0,2.0,56,76.3,14,3786,2251
552,Trinity Christian College,301593.8,90.2,30.3,1814.1,1404.7,58.0,84.0,24435.0,17688.6,74160.0,47.0,11.0,66,76.3,11,1406,1114
553,University of North Alabama,301576.3,67.9,50.3,1709.2,1348.0,39.0,72.0,7078.0,11619.5,79839.0,15.0,2.0,58,79.0,17,6841,4648
554,Valdosta State University,301568.8,54.1,55.4,1642.3,1394.5,39.0,69.0,6884.0,12072.7,69894.0,5.0,2.0,61,84.0,19,11563,7815
555,University of Missouri-St Louis,301555.2,75.8,39.0,1820.0,1470.0,42.0,79.0,8844.0,12461.7,95985.0,13.0,5.0,60,43.0,17,17072,6071
556,Minnesota State University Moorhead,301455.3,84.2,35.5,1708.4,1409.5,42.0,71.0,7816.0,12871.6,79587.0,29.0,0.0,62,76.3,20,6306,4727
557,Pace University-New York,301359.2,85.0,15.2,1734.8,1421.7,55.0,76.0,38069.0,21545.6,131760.0,43.0,11.0,61,76.3,14,12857,7262
558,Simpson College,301238.3,85.5,30.8,1820.0,1530.0,73.0,82.0,30999.0,18611.3,67068.0,22.0,0.0,56,83.0,13,1725,1466
559,University of Mary Washington,301223.3,76.7,20.8,1797.7,1522.6,73.0,78.0,9720.0,14278.3,80586.0,12.0,0.0,65,76.0,15,4535,3666
560,Emory & Henry College,300953.3,71.7,26.9,1680.6,1290.0,47.0,73.0,28966.0,23224.1,68814.0,40.0,0.0,50,96.0,11,1038,994
561,Linfield College-McMinnville Campus,300937.9,93.8,24.0,1789.7,1450.3,71.0,89.0,36310.0,26213.3,75294.0,45.0,3.0,62,76.3,12,1683,1644
562,SUNY Institute of Technology at Utica-Rome,300819.7,56.1,27.5,1888.4,1404.3,43.0,75.0,7090.0,16870.3,113472.0,3.0,3.0,43,72.0,18,2740,1648
563,St Bonaventure University,300718.3,70.4,23.0,1763.8,1427.8,68.0,84.0,29589.0,22570.5,73179.0,29.0,2.0,54,76.3,11,2150,1728
564,Alma College,300417.2,72.0,21.2,1813.2,1465.5,61.0,79.0,33135.0,27533.1,58851.0,10.0,1.0,55,96.0,12,1396,1355
565,Southwestern University,300402.4,48.5,22.6,1886.0,1580.9,73.0,82.0,35240.0,28878.0,86643.0,10.0,0.0,58,76.3,12,1538,1517
566,University of Arkansas at Pine Bluff,300245.5,38.7,36.6,1463.0,1169.0,27.0,62.0,5938.0,24254.1,61344.0,48.0,0.0,54,79.0,15,2513,2188
567,Gettysburg College,300189.4,45.4,32.2,1100.0,1100.0,84.0,89.0,45870.0,43168.8,113517.0,72.0,6.0,52,98.0,10,2447,2431
568,Valley City State University,300136.3,90.3,56.9,1693.1,1340.2,48.0,70.0,6516.0,14484.9,73674.0,28.0,3.0,59,72.0,11,1378,779
569,Youngstown State University,300113.9,83.3,56.3,1650.0,1282.1,33.0,70.0,8129.0,13328.0,89478.0,12.0,1.0,54,72.0,15,12503,8772
570,Central College,300000.5,68.9,20.3,1813.2,1465.8,68.0,78.0,30700.0,24819.8,75699.0,22.0,0.0,52,76.3,13,1411,1365
571,Concordia University-Nebraska,299999.6,76.6,29.8,1781.3,1394.9,66.0,80.0,24750.0,11925.3,63522.0,55.0,1.0,60,74.0,13,2332,1186
572,Sam Houston State University,299899.4,73.7,37.6,1628.7,1359.7,53.0,79.0,7022.0,12768.9,94923.0,1.0,1.0,61,76.3,21,19573,13552
573,University of Northern Colorado,299849.1,70.9,35.5,1713.5,1358.7,46.0,68.0,6968.0,14689.9,89460.0,12.0,0.0,66,84.0,17,12050,8339
574,Pennsylvania State University-Penn State Erie-Behrend College,299405.3,86.7,33.7,1778.6,1410.5,69.0,83.0,14240.0,13754.5,124866.0,11.0,14.0,35,76.3,15,4138,3773
575,Bridgewater College,299358.4,47.8,16.5,1730.9,1437.6,61.0,74.0,29090.0,16957.5,72324.0,30.0,0.0,54,98.0,15,1785,1766
576,Westminster College,299287.1,93.7,14.6,1775.4,1381.9,76.0,82.0,32445.0,24056.1,76095.0,29.0,0.0,59,98.0,10,1307,1116
577,Saint Mary's College of California,299237.8,76.0,15.7,1820.0,1504.6,69.0,89.0,39890.0,27383.0,108108.0,16.0,4.0,61,90.0,13,4112,2704
578,Dakota State University,298872.9,84.2,44.8,1709.3,1342.6,41.0,65.0,7506.0,11201.2,84123.0,33.0,1.0,45,69.0,16,3047,1154
579,Radford University,298850.5,78.9,33.0,1573.7,1319.1,59.0,75.0,8976.0,13160.0,85545.0,7.0,1.0,58,93.0,18,9798,8507
580,Central Washington University,298779.9,86.5,38.3,1626.8,1305.5,53.0,79.0,8976.0,13921.3,84789.0,5.0,0.0,52,73.0,19,11799,8753
581,Arcadia University,298715.2,58.8,11.9,1804.1,1506.2,60.0,82.0,36810.0,28097.0,101394.0,42.0,1.0,72,90.0,13,3939,2367
582,Union University,298431.4,68.6,24.6,1946.8,1542.7,66.0,88.0,26880.0,15273.7,74286.0,25.0,2.0,63,65.0,10,3846,1976
583,University of Phoenix-Arizona,298238.6,100.0,0.0,1100.0,1100.0,17.0,42.0,9490.0,7437.5,89012.8,97.0,0.0,69,17.0,37,195059,155872
584,University of Redlands,298231.8,73.1,22.7,1808.0,1512.0,69.0,87.0,41290.0,19447.6,102330.0,31.0,2.0,55,76.0,14,5333,2911
585,Frostburg State University,298214.6,58.5,38.5,1593.9,1298.3,49.0,75.0,7728.0,14707.1,80217.0,6.0,2.0,52,84.0,15,5645,4228
586,Norwich University,298205.1,65.7,33.1,1749.8,1403.3,58.0,71.0,33371.0,22267.4,76788.0,85.0,3.0,20,76.3,10,3672,2271
587,Hanover College,298138.0,64.5,15.7,1804.4,1485.3,69.0,82.0,31760.0,25669.4,79083.0,27.0,4.0,58,76.3,12,1145,1134
588,Southeastern Louisiana University,297883.5,83.7,74.3,1650.0,1410.0,37.0,62.0,5715.0,10231.2,77805.0,2.0,2.0,62,71.0,22,14487,9732
589,New York Institute of Technology,297702.9,64.0,13.4,1770.0,1432.7,45.0,75.0,30780.0,24660.3,130815.0,11.0,10.0,42,85.0,14,7872,3722
590,Shepherd University,297660.0,98.3,35.9,1641.9,1341.9,40.0,68.0,6256.0,11046.3,73377.0,39.0,0.0,59,75.0,16,4041,3093
591,University of St Thomas,297577.9,86.6,30.4,1647.8,1172.2,72.0,85.0,35308.0,21274.8,113976.0,23.0,2.0,49,94.0,15,10140,5883
592,Mount St Mary's University,297539.5,66.9,12.4,1713.7,1419.1,64.0,79.0,34644.0,21397.7,90729.0,46.0,1.0,52,76.3,13,2305,1723
593,Whittier College,297449.6,61.9,12.9,1747.0,1439.6,65.0,87.0,40296.0,27370.7,102564.0,21.0,4.0,56,96.0,13,2259,1593
594,Philadelphia University,297365.7,63.9,21.9,1778.0,1449.9,66.0,79.0,33690.0,19112.6,98730.0,46.0,4.0,66,83.0,13,3762,2555
595,Bethel University,297121.9,95.4,30.7,1884.8,1531.0,74.0,83.0,31760.0,18083.8,76059.0,21.0,0.0,63,76.3,12,3979,2577
596,Ferris State University,297071.5,78.4,24.3,1650.0,1350.0,43.0,72.0,10466.0,14456.1,94248.0,7.0,1.0,53,72.0,16,14600,9105
597,Bridgewater State University,297069.1,79.3,33.5,1635.6,1335.6,59.0,81.0,8053.0,13342.1,90540.0,4.0,0.0,61,84.0,19,11187,8019
598,California Lutheran University,297060.2,61.0,14.1,1807.4,1511.0,66.0,83.0,35720.0,19624.7,125802.0,19.0,3.0,57,87.0,16,4160,2649
599,Milligan College,297039.7,62.4,50.0,1763.4,1503.8,58.0,80.0,27915.0,16013.9,61731.0,42.0,3.0,65,76.3,13,1164,828
600,Saint Edward's University,296979.0,78.4,23.4,1807.4,1517.4,67.0,83.0,33720.0,20887.9,98631.0,13.0,8.0,61,83.0,13,4686,3436
601,Sierra Nevada College,296964.3,65.7,39.2,1721.4,1298.7,46.0,64.0,28483.0,14435.9,65196.0,74.0,3.0,58,76.3,11,1039,527
602,Lyndon State College,296693.0,99.1,25.6,1587.1,1223.8,37.0,61.0,10286.0,20961.4,67239.0,47.0,1.0,43,85.0,14,1430,1159
603,Western Connecticut State University,296558.1,40.0,35.7,1623.3,1316.7,43.0,79.0,8893.0,19360.7,94473.0,4.0,0.0,54,76.3,14,5952,4365
604,Franklin and Marshall College,296473.6,38.9,27.8,1100.0,1100.0,87.0,91.0,46285.0,49381.7,108108.0,66.0,13.0,51,76.3,9,2209,2174
605,University of Washington-Bothell Campus,296227.2,79.2,33.8,1710.7,1335.5,67.0,83.0,11911.0,11828.1,117423.0,2.0,2.0,51,75.0,19,4962,3742
606,Heidelberg University,296181.1,75.1,30.5,1705.0,1348.3,47.0,68.0,26180.0,21820.2,63612.0,20.0,0.0,51,97.0,13,1230,1064
607,University of Wisconsin-Oshkosh,296165.3,80.3,43.1,1650.0,1410.0,54.0,78.0,7401.0,10296.4,78660.0,6.0,1.0,61,68.0,22,14541,9018
608,Lincoln Memorial University,296137.4,74.4,15.2,1772.5,1371.9,47.0,69.0,19490.0,20687.9,72423.0,38.0,3.0,63,76.3,13,3735,1298
609,Trevecca Nazarene University,296131.9,73.1,42.6,1770.0,1403.9,51.0,79.0,22330.0,12199.4,62622.0,39.0,1.0,60,76.3,18,2606,1176
610,Gannon University,296103.4,77.7,18.7,1700.2,1400.2,66.0,84.0,27546.0,15209.1,90729.0,32.0,5.0,55,78.0,13,4410,2593
611,Columbus College of Art and Design,296078.0,88.6,50.9,1728.8,1375.8,56.0,80.0,30390.0,31986.0,67959.0,16.0,6.0,65,87.0,12,1288,1150
612,Connecticut College,296038.7,37.6,24.7,1100.0,1100.0,83.0,91.0,46085.0,47522.6,113643.0,79.0,7.0,62,98.0,9,1900,1873
613,California State University-Fresno,296023.7,59.4,31.4,1540.4,1180.4,52.0,83.0,6287.0,12977.3,91701.0,1.0,2.0,58,83.0,25,23179,17745
614,University of Central Oklahoma,295968.8,90.3,52.4,1650.0,1290.0,37.0,66.0,5437.0,10357.7,77706.0,3.0,7.0,59,72.0,20,16840,10726
615,University of Puerto Rico-Carolina,295904.5,78.5,85.8,1683.0,1356.0,36.0,80.0,3026.0,11364.0,70119.0,0.0,0.0,62,76.3,23,3843,3005
616,Hamline University,295844.9,69.6,21.9,1812.5,1467.8,65.0,83.0,35108.0,17077.0,70794.0,27.0,2.0,62,92.0,13,4469,2162
617,North Central University,295832.7,91.2,41.5,1760.7,1398.1,47.0,69.0,19996.0,16225.0,70587.0,45.0,0.0,62,76.3,14,1191,889
618,Kettering University,295796.6,71.6,32.0,1943.5,1703.7,57.0,92.0,35600.0,24168.3,78102.0,16.0,2.0,19,94.0,13,2079,1599
619,St Mary's University,295787.5,59.5,18.4,1675.6,1410.0,63.0,77.0,25188.0,21730.4,115965.0,9.0,0.0,53,90.0,12,3712,2211
620,College for Creative Studies,295763.1,45.6,39.7,1710.0,1290.0,62.0,82.0,35710.0,31052.5,76446.0,15.0,4.0,49,83.0,9,1459,1120
621,Xavier University of Louisiana,295698.6,66.0,22.1,1695.8,1400.5,44.0,71.0,20560.0,30636.6,96327.0,45.0,1.0,73,76.3,14,2976,2237
622,Lake Superior State University,295685.2,91.1,33.8,1705.4,1350.0,46.0,75.0,9960.0,15539.0,66231.0,5.0,7.0,52,77.0,16,2407,1916
623,The Lincoln University,295628.5,27.2,22.6,1419.3,1164.1,41.0,76.0,9804.0,23033.2,83826.0,55.0,2.0,62,88.0,16,1819,1428
624,Oklahoma Panhandle State University,295505.1,59.5,57.2,1470.0,1230.0,17.0,67.0,6739.0,13733.8,47529.0,62.0,0.0,55,73.0,18,1298,964
625,University of Mount Union,295445.7,73.5,34.1,1706.7,1440.4,63.0,78.0,27380.0,18564.2,86301.0,19.0,0.0,50,76.3,13,2262,2126
626,Westfield State University,295398.0,74.6,31.9,1635.1,1362.2,63.0,77.0,8694.0,12927.1,83574.0,7.0,0.0,55,76.3,17,6321,4890
627,California State University-Sacramento,295351.6,72.6,23.6,1562.9,1241.0,44.0,83.0,6628.0,12618.2,86112.0,1.0,0.0,57,75.0,27,29349,21352
628,Humboldt State University,295323.9,76.6,15.2,1650.0,1300.6,44.0,74.0,7144.0,16982.0,89064.0,7.0,0.0,55,82.0,23,8485,7447
629,William Carey University,295321.0,50.4,38.2,1816.0,1401.6,58.0,72.0,10800.0,11723.2,59292.0,22.0,0.0,67,76.3,15,3936,1874
630,CUNY John Jay College of Criminal Justice,295191.7,37.3,34.0,1590.0,1320.0,39.0,79.0,6059.0,16706.8,113526.0,5.0,1.0,57,64.0,17,15045,10225
631,North Central College,295137.6,59.8,16.6,1820.0,1530.0,63.0,78.0,32613.0,18142.0,89496.0,8.0,1.0,55,92.0,15,3043,2601
632,Farmingdale State College,295134.9,46.7,44.2,1590.0,1350.0,45.0,80.0,7125.0,15302.5,92196.0,0.0,2.0,43,76.0,19,8394,6287
633,Massachusetts College of Liberal Arts,294977.7,72.3,23.6,1630.1,1296.5,52.0,78.0,8525.0,20810.1,91233.0,28.0,0.0,63,84.0,13,1765,1378
634,Northern State University,294962.3,82.9,32.3,1707.8,1338.0,44.0,68.0,7563.0,9708.7,74331.0,30.0,7.0,61,76.3,18,3531,1477
635,University of Montevallo,294938.0,74.3,39.9,1770.4,1410.1,44.0,79.0,10000.0,17499.6,78264.0,7.0,0.0,67,87.0,16,3070,2361
636,Pennsylvania State University-Penn State Altoona,294924.1,88.3,29.9,1659.2,1350.0,65.0,81.0,14240.0,11138.5,100719.0,19.0,6.0,45,76.3,17,3903,3725
637,University of Arkansas at Little Rock,294913.5,59.3,70.7,1708.6,1408.1,27.0,71.0,7094.0,16452.9,90477.0,6.0,3.0,60,46.0,13,11645,4921
638,Emporia State University,294785.6,76.5,49.8,1650.2,1349.0,39.0,73.0,5614.0,11880.0,70902.0,10.0,4.0,63,83.0,18,6114,3527
639,Monmouth University,294755.5,74.2,18.5,1718.9,1458.9,67.0,84.0,31018.0,20430.0,107226.0,18.0,1.0,64,94.0,14,6395,4370
640,Denison University,294560.9,55.5,24.5,1100.0,1100.0,82.0,89.0,43910.0,43653.2,113445.0,70.0,9.0,58,99.0,10,2278,2263
641,The University of Texas at Tyler,294548.9,83.6,38.6,1725.5,1423.4,45.0,61.0,7222.0,15403.5,97893.0,2.0,3.0,59,68.0,21,8036,4282
642,Carroll University,294415.2,80.8,31.8,1772.4,1467.1,61.0,79.0,27724.0,14740.6,79074.0,31.0,0.0,65,89.0,14,3446,2706
643,University of Wisconsin-Parkside,294404.7,86.0,48.5,1590.0,1350.0,31.0,74.0,7316.0,13732.4,73530.0,13.0,1.0,52,74.0,21,4543,3336
644,University of South Florida-Sarasota-Manatee,294246.4,33.9,54.7,1785.0,1505.0,53.4,75.0,5587.0,14285.7,120024.0,3.0,5.0,59,46.0,12,1903,891
645,University of Southern Indiana,294222.2,71.3,38.8,1650.0,1344.2,41.0,72.0,6598.0,12601.8,86922.0,8.0,1.0,62,83.0,17,9364,6978
646,Earlham College,294170.6,64.5,20.9,1100.0,1100.0,72.0,84.0,41450.0,42171.6,79911.0,69.0,17.0,55,98.0,9,1076,981
647,Capital University,294052.0,72.7,26.6,1818.2,1462.9,59.0,76.0,31990.0,19289.0,101178.0,15.0,2.0,57,85.0,12,3494,2454
648,University of Hawaii at Hilo,294005.6,71.3,36.0,1555.6,1238.5,38.0,66.0,6536.0,28907.1,98127.0,23.0,2.0,61,70.0,14,3924,2726
649,Rutgers University-Camden,294003.8,60.4,10.9,1700.0,1390.0,53.0,82.0,13348.0,21863.2,129816.0,4.0,1.0,55,68.0,11,6321,3990
650,Morgan State University,293991.4,65.2,34.4,1421.1,1193.7,32.0,75.0,7218.0,22075.6,110565.0,24.0,4.0,56,79.0,14,7698,5544
651,Southeastern Oklahoma State University,293982.2,78.7,65.8,1590.0,1290.0,29.0,64.0,5315.0,12199.8,74394.0,25.0,2.0,54,67.0,17,3878,2718
652,Concord University,293962.0,37.8,57.7,1639.3,1337.2,34.0,67.0,6160.0,11619.0,65529.0,16.0,0.0,58,82.0,15,2545,2031
653,Union College,293948.2,41.1,25.6,1100.0,1100.0,86.0,90.0,46785.0,43995.9,122526.0,66.0,7.0,46,97.0,10,2242,2228
654,McNeese State University,293813.9,75.3,61.2,1653.8,1408.5,41.0,70.0,5701.0,9148.3,78966.0,9.0,4.0,62,69.0,21,8237,5839
655,Delaware Valley University,293760.3,75.7,34.2,1666.7,1306.7,58.0,72.0,32890.0,21311.7,84312.0,51.0,0.0,60,89.0,14,2137,1682
656,West Virginia Wesleyan College,293593.4,77.6,30.0,1668.1,1327.9,58.0,73.0,26794.0,15417.5,64233.0,36.0,3.0,56,95.0,13,1511,1357
657,Azusa Pacific University,293578.2,81.8,24.6,1630.6,1470.0,67.0,85.0,32256.0,22151.7,100872.0,22.0,1.0,67,89.0,11,9972,5400
658,Delta State University,293452.5,92.3,81.0,1590.0,1287.6,32.0,67.0,6562.0,15593.0,61506.0,15.0,3.0,62,78.0,13,3614,2308
659,Robert Morris University,293379.6,76.2,18.7,1715.9,1418.2,62.0,83.0,25114.0,15602.3,112347.0,17.0,0.0,45,82.0,15,5555,3969
660,Western Oregon University,293373.9,88.7,34.2,1727.8,1258.3,47.0,70.0,8634.0,12252.6,74052.0,18.0,4.0,61,81.0,17,6049,4155
661,Northwest Nazarene University,293365.9,65.1,27.9,1770.0,1369.3,52.0,75.0,26550.0,16382.2,58635.0,49.0,1.0,58,70.0,17,2249,1167
662,Olivet Nazarene University,293315.1,74.5,21.9,1820.0,1470.0,56.0,77.0,29890.0,14490.9,72972.0,45.0,1.0,68,81.0,16,4861,3082
663,Bard College,293301.8,44.6,18.0,1100.0,1100.0,75.0,88.0,46370.0,57414.3,130176.0,65.0,12.0,56,76.3,10,2469,2040
664,Louisiana State University-Shreveport,293266.1,76.7,65.8,1710.0,1410.0,31.0,66.0,5607.0,8946.8,66843.0,9.0,2.0,61,76.3,20,4186,1967
665,Saint Mary's University of Minnesota,293169.6,74.2,25.8,1766.2,1408.4,65.0,79.0,29315.0,10851.8,74565.0,52.0,1.0,65,76.3,16,5825,1298
666,Winthrop University,292761.7,71.2,31.5,1761.3,1384.8,51.0,77.0,13670.0,17707.3,80532.0,9.0,1.0,69,87.0,14,6024,4421
667,University of Pittsburgh-Bradford,292688.9,65.4,26.7,1633.2,1333.2,52.0,72.0,13078.0,15313.9,82881.0,17.0,4.0,54,87.0,18,1499,1385
668,Lancaster Bible College,292639.3,59.5,50.4,1653.7,1324.7,62.0,75.0,18270.0,10960.0,54333.0,28.0,0.0,47,76.3,15,2011,835
669,Central Christian College of Kansas,292602.7,49.6,50.2,1613.9,1261.1,39.0,54.0,14800.0,9401.8,89012.8,50.0,1.0,49,76.3,14,1165,962
670,Rider University,292586.0,70.9,15.1,1693.9,1390.4,63.0,81.0,35270.0,24651.1,113454.0,25.0,2.0,60,90.0,12,5294,3791
671,Central Methodist University-College of Liberal Arts and Sciences,292267.4,60.5,35.7,1715.4,1406.9,52.0,64.0,21320.0,15916.2,68697.0,8.0,0.0,52,95.0,14,1185,1149
672,Wentworth Institute of Technology,292256.6,82.6,24.2,1846.0,1538.7,64.0,84.0,29200.0,17317.5,91296.0,34.0,6.0,19,88.0,16,4558,3871
673,Saint John Fisher College,292255.6,67.9,22.9,1779.4,1508.8,72.0,88.0,28430.0,18301.1,101655.0,3.0,0.0,61,88.0,12,3856,2659
674,Palm Beach Atlantic University,292170.2,95.3,35.2,1767.6,1425.4,55.0,74.0,25532.0,15310.9,72657.0,36.0,4.0,65,76.3,13,3865,2424
675,West Texas A & M University,292124.5,67.4,38.3,1601.7,1290.0,40.0,67.0,6500.0,12801.0,84780.0,10.0,2.0,56,77.0,20,8972,5654
676,Bryan College-Dayton,292004.7,48.4,51.1,1768.2,1399.2,53.0,59.0,21150.0,10158.4,55575.0,26.0,4.0,55,76.3,15,1599,997
677,Western State Colorado University,291990.3,97.4,38.9,1635.8,1310.4,36.0,70.0,7343.0,12070.6,71883.0,28.0,0.0,43,79.0,16,2584,1855
678,Oregon Institute of Technology,291870.6,59.8,47.8,1748.8,1392.4,47.0,73.0,8890.0,12670.8,82575.0,15.0,1.0,46,50.0,19,4260,2300
679,University of Connecticut-Tri-Campus,291867.2,65.8,57.3,1668.3,1350.0,52.0,85.0,10056.0,9060.5,145611.0,1.0,0.0,53,79.0,21,2384,1930
680,Iona College,291626.3,86.7,11.8,1673.5,1385.7,58.0,83.0,32770.0,20398.6,105327.0,28.0,3.0,54,86.0,15,3909,2994
681,Canisius College,291528.4,80.2,20.8,1786.2,1459.8,68.0,86.0,33332.0,19578.5,79299.0,11.0,5.0,55,76.3,12,4181,2725
682,Marymount Manhattan College,291526.0,73.5,15.9,1759.1,1426.5,44.0,74.0,26640.0,21817.1,94509.0,70.0,3.0,77,76.3,11,1858,1640
683,Eastern Washington University,291491.9,74.4,44.3,1606.1,1270.4,46.0,77.0,7961.0,12519.5,92538.0,7.0,0.0,56,68.0,21,13453,10061
684,Lynn University,291371.9,74.9,20.1,1601.6,1321.1,40.0,69.0,33600.0,20643.2,60219.0,46.0,19.0,48,76.3,18,2613,1815
685,Elmhurst College,291353.2,67.7,23.6,1773.6,1464.9,74.0,82.0,32920.0,20243.4,84537.0,15.0,0.0,61,88.0,13,3257,2699
686,Sonoma State University,291336.5,80.0,15.6,1631.2,1310.6,55.0,81.0,7234.0,16582.9,87714.0,1.0,0.0,63,89.0,26,9290,7802
687,Quincy University,291323.6,88.9,26.7,1695.6,1347.3,49.0,76.0,25834.0,16650.0,65385.0,44.0,1.0,59,87.0,13,1279,1019
688,Carson-Newman University,291313.1,62.4,16.1,1765.5,1456.5,48.0,71.0,23696.0,13772.1,57330.0,23.0,2.0,60,94.0,11,2362,1686
689,Pennsylvania State University-Penn State York,291243.3,83.3,26.7,1742.5,1344.9,47.0,75.0,13602.0,11957.8,101052.0,10.0,19.0,45,76.3,14,1172,838
690,Stephen F Austin State University,291184.3,58.5,35.6,1632.0,1350.0,44.0,70.0,8412.0,13622.4,82728.0,1.0,0.0,64,86.0,20,12801,9335
691,University of Dubuque,291109.3,77.9,39.5,1574.8,1222.4,48.0,65.0,25520.0,18708.2,65925.0,63.0,0.0,44,76.3,13,2121,1589
692,Franklin College,291103.2,69.2,23.0,1691.0,1397.3,61.0,79.0,27695.0,21987.0,79767.0,9.0,1.0,54,96.0,12,1075,1008
693,Dickinson College,290898.8,48.1,22.5,1100.0,1100.0,84.0,90.0,46094.0,41694.1,106047.0,81.0,0.0,58,97.0,10,2364,2332
694,Anderson University,290844.8,54.9,30.2,1710.0,1421.5,63.0,75.0,26200.0,17549.4,64944.0,26.0,1.0,57,76.3,12,2399,1674
695,University of Puerto Rico-Mayaguez,290604.0,76.0,95.1,1100.0,1100.0,41.0,92.0,2019.0,22525.5,63333.0,0.0,0.0,47,76.3,17,12130,10319
696,Huntington University,290565.0,97.1,30.6,1724.6,1365.7,59.0,86.0,24040.0,18323.1,63819.0,29.0,4.0,59,76.3,12,1209,955
697,Jackson State University,290455.5,70.5,30.4,1474.5,1229.2,43.0,78.0,6348.0,17960.3,77625.0,37.0,3.0,65,69.0,15,9508,5959
698,California University of Pennsylvania,290440.9,89.7,37.2,1538.3,1254.9,53.0,77.0,9239.0,15718.4,107442.0,5.0,1.0,55,81.0,22,7978,5330
699,Midwestern Baptist Theological Seminary,290431.8,76.4,85.7,1558.3,1330.5,40.0,81.0,6320.0,7764.9,45036.0,66.0,0.0,18,76.3,17,1369,192
700,Bellarmine University,290376.5,83.4,14.2,1811.1,1527.3,68.0,80.0,34890.0,16687.6,96660.0,32.0,0.0,67,89.0,12,3609,2383
701,Emmanuel College,290359.1,69.3,12.8,1778.4,1488.1,64.0,79.0,34670.0,21064.2,106443.0,47.0,1.0,74,92.0,14,2311,1817
702,University of Pittsburgh-Johnstown,290305.9,80.2,31.1,1682.9,1366.5,51.0,80.0,13130.0,9746.9,78327.0,2.0,2.0,45,94.0,20,2869,2787
703,Marywood University,290298.5,74.2,23.8,1700.0,1400.0,69.0,80.0,30690.0,20913.0,100755.0,39.0,1.0,69,88.0,11,3056,1836
704,Angelo State University,290273.9,82.4,44.0,1627.6,1295.6,30.0,62.0,6559.0,15152.9,77616.0,2.0,2.0,57,85.0,19,6494,4608
705,Trinity International University-Illinois,290231.6,100.0,40.8,1779.4,1381.9,46.0,77.0,26830.0,14214.9,71424.0,43.0,5.0,36,76.3,14,2202,709
706,Pacific Union College,290211.0,47.4,33.5,1744.1,1308.6,46.0,79.0,27480.0,24248.7,59130.0,20.0,2.0,56,82.0,16,1644,1459
707,Wilkes University,290178.7,78.6,25.3,1750.0,1400.0,56.0,79.0,30350.0,15226.6,103509.0,16.0,4.0,57,90.0,15,4562,2217
